,Last Name Chi,First Name Chi,Chi Name,Prefix CN,Last Name Eng,First Name Eng,Eng Name,Prefix,Gender,Category,Organization,Year,Award
623,石,禮謙,石禮謙議員,議員,SHEK,Lai-him,SHEK Lai-him,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Silver Bauhinia Star
624,張,宇人,張宇人議員,議員,CHEUNG,Yu-yan,CHEUNG Yu-yan,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Silver Bauhinia Star
625,鄧,兆棠,鄧兆棠醫生,醫生,TANG,Siu-tong,Dr. TANG Siu-tong,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Silver Bauhinia Star
626,黃,紹倫,黃紹倫教授,教授,WONG,Professor  Siu-lun,Professor WONG Siu-lun,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Silver Bauhinia Star
627,王,英偉,王英偉先生,先生,WONG,Ying-wai,Mr. WONG Ying-wai,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Silver Bauhinia Star
628,紀,文鳳,紀文鳳女士,女士,KI,Man-fung,Ms. KI Man-fung,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Silver Bauhinia Star
629,韋,玉儀,韋玉儀女士,女士,WILLIS,Jacqueline Ann,Miss Jacqueline Ann WILLIS,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Silver Bauhinia Star
630,馬,豪輝,馬豪輝先生,先生,MA,Ho-fai,Mr. MA Ho-fai,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Silver Bauhinia Star
631,梁,永立,梁永立先生,先生,LEUNG,Wing-lup,Mr. LEUNG Wing-lup,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Silver Bauhinia Star
632,陳,志輝,陳志輝教授,教授,CHAN,Professor  Chi-fai,Professor CHAN Chi-fai,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Silver Bauhinia Star
633,彭,贊榮,彭贊榮先生,先生,PANG,Tsan-wing,Mr. PANG Tsan-wing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Silver Bauhinia Star
634,費,斐,費　斐女士,女士,FEI,Fih,Ms. FEI Fih,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Silver Bauhinia Star
635,馮,志強,馮志強先生,先生,FUNG,Chee-keung,Mr. FUNG Chee-keung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Silver Bauhinia Star
636,鄭,維新,鄭維新先生,先生,CHENG,Wai-sun,Mr. CHENG Wai-sun,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Silver Bauhinia Star
637,黎,仕海,黎仕海先生,先生,LAI,Sze-hoi,Mr. LAI Sze-hoi,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Silver Bauhinia Star
638,黎,定基,黎定基先生,先生,NIGHTINGALE,Anthony John Liddell,Mr. Anthony John Liddell NIGHTINGALE,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Silver Bauhinia Star
639,彭,詢元,彭詢元先生,先生,PANG,Sung-yuen,Mr. PANG Sung-yuen,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Silver Bauhinia Star
640,區,義國,區義國先生,先生,ALLCOCK,Robert Charles,Mr. Robert Charles ALLCOCK,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Silver Bauhinia Star
641,嘉,柏倫,嘉柏倫先生,先生,KAPLAN,Neil,Mr. Neil KAPLAN,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Silver Bauhinia Star
642,蔣,任宏,蔣任宏先生,先生,CHIANG,Yam-wang,Mr. CHIANG Yam-wang,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Silver Bauhinia Star
643,方,剛,方　剛議員,議員,FANG,Kang,FANG Kang,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Silver Bauhinia Star
644,董,建成,董建成先生,先生,TUNG,Chee-chen,Mr. TUNG Chee-chen,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Silver Bauhinia Star
645,王,國強,王國強工程師,工程師,WONG,Ir.  Kwok-keung,Ir. WONG Kwok-keung,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Silver Bauhinia Star
646,韋,國洪,韋國洪先生,先生,WAI,Kwok-hung,Mr. WAI Kwok-hung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Silver Bauhinia Star
647,郭,晶強,郭晶強先生,先生,KWOK,Jing-keung,Mr. KWOK Jing-keung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Silver Bauhinia Star
648,李,宗德,李宗德先生,先生,LEE,Joseph,Mr. Joseph LEE,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Silver Bauhinia Star
649,周,振基,周振基博士,博士,CHOW,Chun-kay,Dr. CHOW Chun-kay,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Silver Bauhinia Star
650,王,錫基,王錫基先生,先生,WONG,Sik-kei,Mr. WONG Sik-kei,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Silver Bauhinia Star
651,老,興忠,老興忠先生,先生,LO,Hing-chung,Mr. LO Hing-chung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Silver Bauhinia Star
652,梁,適華,梁適華先生,先生,LEUNG,Sik-wah,Mr. LEUNG Sik-wah,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Silver Bauhinia Star
653,彭,耀佳,彭耀佳先生,先生,PANG,Yiu-kai,Mr. PANG Yiu-kai,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Silver Bauhinia Star
654,馮,國綸,馮國綸博士,博士,FUNG,Kwok-lun,Dr. FUNG Kwok-lun,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Silver Bauhinia Star
655,馮,載祥,馮載祥先生,先生,FUNG,Choi-cheung,Mr. FUNG Choi-cheung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Silver Bauhinia Star
656,黃,志強,黃志強先生,先生,WONG,Chee-keung,Mr. WONG Chee-keung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Silver Bauhinia Star
657,黃,福鑫,黃福鑫先生,先生,WONG,Fook-hum,Mr. WONG Fook-hum,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Silver Bauhinia Star
658,劉,勵超,劉勵超先生,先生,LAU,Lai-chiu,Mr. LAU Lai-chiu,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Silver Bauhinia Star
659,鄧,惠瓊,鄧惠瓊教授,教授,TANG,Professor  Wai-king,Professor TANG Wai-king,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Silver Bauhinia Star
660,黎,棟國,黎棟國先生,先生,LAI,Tung-kwok,Mr. LAI Tung-kwok,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Silver Bauhinia Star
661,雷,羅慧洪,雷羅慧洪女士,女士,LOUEY,Wai-hung,Mrs. LOUEY Wai-hung,Mrs.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Silver Bauhinia Star
662,苗,學禮,苗學禮先生,先生,MILLER,John Anthony,Mr. John Anthony MILLER,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Silver Bauhinia Star
663,區,文浩,區文浩先生,先生,AU,Man-ho,Mr. AU Man-ho,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Silver Bauhinia Star
664,馮,兆元,馮兆元先生,先生,FUNG,Siu-yuen,Mr. FUNG Siu-yuen,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Silver Bauhinia Star
665,裴,偉士,裴偉士教授,教授,PEIRIS,Professor Joseph Sriyal Malik,Professor Joseph Sriyal Malik PEIRIS,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Silver Bauhinia Star
666,羅,啟妍,羅啟妍女士,女士,LO,Kai-yin,Ms. LO Kai-yin,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2008,Silver Bauhinia Star
667,李,華明,李華明議員,議員,LI,Wah-ming,LI Wah-ming,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
668,李,國麟,李國麟議員,議員,LEE,Kok-long,LEE Kok-long,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
669,梁,智仁,梁智仁教授,教授,LEONG,Professor  Chi-yan,Professor LEONG Chi-yan,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
670,陳,振彬,陳振彬先生,先生,CHAN,Chung-bun,Mr. CHAN Chung-bun,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
671,尹,德勝,尹德勝先生,先生,YIN,Tek-shing,Mr. YIN Tek-shing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
672,梁,黃文璿,梁黃文璿女士,女士,LEONG,WONG Man-suen,Mrs. LEONG WONG Man-suen,Mrs.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
673,潘,存恩,潘存恩博士,博士,POONE,Sammy,Dr. Sammy POONE,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
674,盧,文端,盧文端先生,先生,LO,Man-tuen,Mr. LO Man-tuen,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
675,何,光偉,何光偉先生,先生,HO,Kwong-wai,Mr. HO Kwong-wai,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
676,余,若海,余若海先生,先生,YU,Benjamin,Mr. Benjamin YU,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
677,余,熾鏗,余熾鏗先生,先生,YUE,Chi-hang,Mr. YUE Chi-hang,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
678,李,嘉麗,李李嘉麗女士,女士,LI,Ka-lai,Mrs. LI LI Ka-lai,Mrs.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
679,林,超英,林超英先生,先生,LAM,Chiu-ying,Mr. LAM Chiu-ying,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
680,邱,霜梅,邱霜梅博士,博士,WILLIS,YAU Sheung-mui,Dr. WILLIS YAU Sheung-mui,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
681,柯,清輝,柯清輝先生,先生,OR,Ching-fai,Mr. OR Ching-fai,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
682,洪,祖杭,洪祖杭先生,先生,HUNG,Chao-hong,Mr. HUNG Chao-hong,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
683,高,靜芝,高靜芝女士,女士,KAO,Ching-chi,Ms. KAO Ching-chi,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
684,張,孝威,張孝威先生,先生,CHEUNG,Hau-wai,Mr. CHEUNG Hau-wai,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
685,梁,廣灝,梁廣灝工程師,工程師,LEUNG,Ir.  Kwong-ho,Ir. LEUNG Kwong-ho,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
686,楊,森,楊　森先生,先生,YEUNG,Sum,Mr. YEUNG Sum,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
687,楊,顯中,楊顯中博士,博士,YEUNG,Hin-chung,Dr. YEUNG Hin-chung,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
688,霍,泰輝,霍泰輝教授,教授,FOK,Professor  Tai-fai,Professor FOK Tai-fai,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
689,簡,文樂,簡文樂博士,博士,KAN,Man-lok,Dr. KAN Man-lok,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
690,譚,榮邦,譚榮邦先生,先生,TAM,Wing-pong,Mr. TAM Wing-pong,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
691,馬,介璋,馬介璋博士,博士,MA,Kai-cheung,Dr. MA Kai-cheung,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
692,葉,樹林,葉樹林博士,博士,YIP,Shu-lam,Dr. YIP Shu-lam,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
693,林,樹哲,林樹哲先生,先生,LAM,Shu-chit,Mr. LAM Shu-chit,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
694,劉,迺強,劉迺強先生,先生,LAU,Nai-keung,Mr. LAU Nai-keung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2009,Silver Bauhinia Star
695,李,鳳英,李鳳英議員,議員,LI,Fung-ying,LI Fung-ying,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Silver Bauhinia Star
696,李,大壯,李大壯先生,先生,LIE,-A-CHEONG Tai-chong,Mr. LIE-A-CHEONG Tai-chong,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Silver Bauhinia Star
697,林,薇玲,林薇玲醫生,醫生,LIM,Wei-ling,Dr. LIM Wei-ling,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Silver Bauhinia Star
698,陳,耀星,陳耀星先生,先生,CHAN,Iu-seng,Mr. CHAN Iu-seng,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Silver Bauhinia Star
699,吳,守基,吳守基先生,先生,NG,Sau-kei,Mr. NG Sau-kei,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Silver Bauhinia Star
700,孔,郭惠清,孔郭惠清女士,女士,HUNG,KWOK Wai-ching,Mrs. HUNG KWOK Wai-ching,Mrs.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Silver Bauhinia Star
701,江,樂士,江樂士先生,先生,CROSS,Ian Grenville,Mr. Ian Grenville CROSS,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Silver Bauhinia Star
702,余,志穩,余志穩先生,先生,FISHER,Stephen Frederick,Mr. Stephen Frederick FISHER,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Silver Bauhinia Star
703,張,景文,張景文先生,先生,CHEUNG,King-man,Mr. CHEUNG King-man,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Silver Bauhinia Star
704,陳,弘毅,陳弘毅教授,教授,CHEN,Professor  Hung-yee,Professor CHEN Hung-yee,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Silver Bauhinia Star
705,陳,育德,陳育德先生,先生,CHAN,Yuk-tak,Mr. CHAN Yuk-tak,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Silver Bauhinia Star
706,劉,長樂,劉長樂先生,先生,LIU,Changle,Mr. LIU Changle,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Silver Bauhinia Star
707,劉,麥懿明,劉麥懿明女士,女士,LAU,MAK Yee-ming,Mrs. LAU MAK Yee-ming,Mrs.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Silver Bauhinia Star
708,羅,家駿,羅家駿先生,先生,LO,Kar-chun,Mr. LO Kar-chun,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Silver Bauhinia Star
709,任,達榮,任達榮先生,先生,YAM,Tat-wing,Mr. YAM Tat-wing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Silver Bauhinia Star
710,吳,宇森,吳宇森先生,先生,WOO,Yu-sum,Mr. WOO Yu-sum,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Silver Bauhinia Star
711,林,淑儀,林淑儀女士,女士,LAM,Shuk-yee,Ms. LAM Shuk-yee,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Silver Bauhinia Star
712,計,佑銘,計佑銘先生,先生,KAI,Yau-ming,Mr. KAI Yau-ming,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Silver Bauhinia Star
713,彭,冲,彭　冲先生,先生,PANG,Chung,Mr. PANG Chung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Silver Bauhinia Star
714,靳,埭強,靳埭強先生,先生,KAN,Tai-keung,Mr. KAN Tai-keung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Silver Bauhinia Star
715,蕭,曾鳳群,蕭曾鳳群女士,女士,SIU,TSANG Fung-kwan,Mrs. SIU TSANG Fung-kwan,Mrs.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Silver Bauhinia Star
716,余,宇康,余宇康教授,教授,YU,Professor  Yue-hong,Professor YU Yue-hong,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Silver Bauhinia Star
717,蔡,耀君,蔡耀君先生,先生,CHOI,Yiu-kwan,Mr. CHOI Yiu-kwan,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2010,Silver Bauhinia Star
718,辛,達誠,辛達誠法官,法官,SAUNDERS,Justice John Lonsdale,Mr. Justice John Lonsdale SAUNDERS,Mr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Silver Bauhinia Star
719,賴,應虒,賴應虒先生,先生,LAI,Ying-sie,Mr. LAI Ying-sie,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Silver Bauhinia Star
720,馬,月霞,馬月霞女士,女士,MAR,Yuet-har,Ms. MAR Yuet-har,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Silver Bauhinia Star
721,王,賜豪,王賜豪醫生,醫生,WONG,Chi-ho,Dr. WONG Chi-ho,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Silver Bauhinia Star
722,左,偉國,左偉國醫生,醫生,TSO,Wei-kwok,Dr. TSO Wei-kwok,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Silver Bauhinia Star
723,伍,達倫,伍達倫博士,博士,NG,Tat-lun,Dr. NG Tat-lun,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Silver Bauhinia Star
724,范,佐浩,范佐浩先生,先生,FAN,Chor-ho,Mr. FAN Chor-ho,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Silver Bauhinia Star
725,楊,志紅,楊志紅女士,女士,YEUNG,Chi-hung,Ms. YEUNG Chi-hung,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2011,Silver Bauhinia Star
